sample_id,latitude,longitude,nearest_moil_mine,distance_to_mine_km,elevation_m,ndvi_sentinel2,soil_moisture_sar_pct,lst_celsius_landsat9,rainfall_annual_chirps_mm,bouguer_gravity_anomaly_mgal,swir_alteration_ratio,magnetic_susceptibility_si,manganese_present
MOIL-SAMP-02342,21.84686,80.36543,Ukwa Mine,17.07,351.5,0.46,37.6,32.8,1287.8,-7.63,1.618,-1.2,0
MOIL-SAMP-02343,21.59526,79.39735,Mansar Mine,25.33,385.3,0.826,35.3,33.2,1252.7,-11.64,1.164,3.1,0
MOIL-SAMP-02344,21.28195,80.27083,Balaghat Mine (Largest underground Mn mine),58.2,352.6,0.75,57.8,34.0,1352.2,-0.37,1.541,8.2,0
MOIL-SAMP-02345,21.32174,79.31801,Mansar Mine,9.64,454.9,0.77,47.1,33.8,1314.3,-12.23,1.21,18.4,0
MOIL-SAMP-02346,21.63424,80.5973,Ukwa Mine,39.24,391.6,0.459,44.5,27.4,1264.3,-2.59,1.161,-0.9,0
MOIL-SAMP-02347,21.91975,78.93517,Gumgaon Mine,58.86,475.0,0.644,30.6,34.8,1306.8,-10.48,1.125,10.9,0
MOIL-SAMP-02348,21.50312,79.67067,Dongri Buzurg Mine,6.27,356.3,0.808,37.2,31.1,1295.4,2.69,1.029,11.6,0
MOIL-SAMP-02349,21.31636,80.51344,,999.0,338.9,0.735,41.2,31.9,1312.7,-1.47,1.042,18.8,0
MOIL-SAMP-02350,21.86181,79.36344,Mansar Mine,52.13,379.7,0.667,35.7,32.5,1345.8,-0.1,1.096,10.5,0
MOIL-SAMP-02351,22.12321,80.3608,Balaghat Mine (Largest underground Mn mine),39.74,423.7,0.605,38.5,28.9,1331.2,-6.77,0.959,10.7,0
MOIL-SAMP-02352,21.84286,80.04944,Balaghat Mine (Largest underground Mn mine),14.93,344.1,0.63,52.6,31.1,1335.0,-1.54,1.199,23.2,0
MOIL-SAMP-02353,21.30348,79.27823,Mansar Mine,10.46,330.0,0.64,47.5,28.7,1255.3,-12.3,1.03,1.0,0
MOIL-SAMP-02354,21.19115,79.41993,Dongri Buzurg Mine,49.35,361.4,0.412,56.2,35.2,1292.5,0.25,1.432,10.6,0
MOIL-SAMP-02355,21.27647,79.31873,Mansar Mine,14.25,459.6,0.652,35.5,35.7,1334.2,-10.76,1.369,7.4,0
MOIL-SAMP-02356,21.3345,79.86248,Balaghat Mine (Largest underground Mn mine),61.68,419.2,0.508,44.8,31.9,1322.1,-9.27,1.346,11.2,0
MOIL-SAMP-02357,21.18469,79.4205,Dongri Buzurg Mine,49.89,346.8,0.732,49.4,31.2,1300.0,1.27,1.46,17.8,0
MOIL-SAMP-02358,21.49385,79.52125,Tirodi Mine,29.41,318.8,0.35,45.6,30.5,1228.4,-2.2,0.908,12.0,0
MOIL-SAMP-02359,21.68987,79.14268,Gumgaon Mine,36.07,379.6,0.691,45.7,29.8,1117.3,-0.42,0.736,17.9,0
MOIL-SAMP-02360,21.45156,80.50678,Ukwa Mine,57.24,327.1,0.54,29.1,30.5,1286.4,-3.96,1.099,16.1,0
MOIL-SAMP-02361,21.55456,79.74895,Chikla Mine,1.31,379.1,0.305,57.8,35.7,1125.5,11.57,2.076,27.1,1
MOIL-SAMP-02362,21.29538,79.67447,Chikla Mine,30.57,400.9,0.88,57.9,29.3,1388.3,-6.17,1.113,6.9,0
MOIL-SAMP-02363,21.47022,78.85773,Gumgaon Mine,17.39,443.4,0.629,41.8,36.5,1256.1,-4.93,1.282,16.0,0
MOIL-SAMP-02364,21.88849,80.60608,Ukwa Mine,16.75,401.6,0.73,32.0,29.6,1368.9,-9.75,1.517,20.5,0
MOIL-SAMP-02365,21.48128,80.11981,Balaghat Mine (Largest underground Mn mine),36.2,302.5,0.747,46.2,32.2,1463.3,-10.03,1.665,17.4,0
MOIL-SAMP-02366,21.62391,79.37169,Mansar Mine,26.99,365.0,0.557,42.0,31.8,1274.7,-1.14,1.096,14.2,0
MOIL-SAMP-02367,22.09401,80.61524,Ukwa Mine,20.62,399.8,0.57,42.1,32.9,1248.1,-1.76,1.355,-0.4,0
MOIL-SAMP-02368,21.72373,79.11475,Gumgaon Mine,38.56,413.6,0.618,27.1,33.1,1267.5,1.13,1.341,7.6,0
MOIL-SAMP-02369,21.71523,80.48239,Ukwa Mine,27.99,404.5,0.591,36.2,30.0,1319.0,-10.87,1.341,5.7,0
MOIL-SAMP-02370,21.59211,80.09046,Balaghat Mine (Largest underground Mn mine),25.32,388.2,0.606,38.2,31.8,1308.4,-9.18,0.991,7.0,0
MOIL-SAMP-02371,21.88164,80.47031,Ukwa Mine,9.55,377.1,0.712,31.5,35.4,1497.8,1.31,1.399,22.1,0
MOIL-SAMP-02372,21.28942,79.84173,Balaghat Mine (Largest underground Mn mine),67.04,375.4,0.694,66.6,29.1,1225.4,-5.8,1.122,12.7,0
MOIL-SAMP-02373,21.45808,79.57293,Dongri Buzurg Mine,16.69,411.4,0.509,21.1,34.8,1205.8,-10.54,1.297,18.3,0
MOIL-SAMP-02374,21.99088,79.65275,Tirodi Mine,34.05,397.5,0.513,36.3,36.2,1298.7,-3.34,1.316,14.0,0
MOIL-SAMP-02375,21.24248,78.94906,Gumgaon Mine,17.36,384.0,0.514,50.9,29.1,1311.0,-13.69,1.36,20.6,0
MOIL-SAMP-02376,21.79131,79.90018,Sitasaongi Mine,27.17,417.2,0.753,32.5,33.0,1285.3,4.53,1.51,7.7,0
MOIL-SAMP-02377,21.37214,80.5342,,999.0,448.7,0.84,35.9,27.1,1365.4,-1.98,0.971,13.4,0
MOIL-SAMP-02378,21.42793,78.89059,Gumgaon Mine,12.32,374.5,0.652,55.8,31.1,1143.9,-8.68,1.097,12.9,0
MOIL-SAMP-02379,21.68841,79.65182,Tirodi Mine,6.53,333.4,0.73,43.2,33.0,1264.4,-8.67,1.433,4.6,0
MOIL-SAMP-02380,21.82156,79.00728,Gumgaon Mine,47.59,389.5,0.519,35.1,33.4,1318.5,2.67,1.451,2.9,0
MOIL-SAMP-02381,21.66179,79.20001,Kandri Mine,27.94,340.3,0.492,52.1,32.0,1251.4,-0.43,1.047,9.9,0
MOIL-SAMP-02382,21.46776,79.93914,Balaghat Mine (Largest underground Mn mine),45.03,383.2,0.563,27.3,27.7,1355.4,-0.37,1.393,9.0,0
MOIL-SAMP-02383,22.0934,80.4852,Ukwa Mine,13.98,416.1,0.701,41.4,35.4,1413.0,-5.69,0.928,23.2,0
MOIL-SAMP-02384,21.51106,79.1163,Gumgaon Mine,17.72,369.4,0.471,44.7,34.4,1126.7,-1.01,1.12,12.4,0
MOIL-SAMP-02385,22.0038,79.51533,Mansar Mine,71.54,305.5,0.788,15.0,29.8,1240.0,0.82,0.895,2.9,0
MOIL-SAMP-02386,21.52283,79.36237,Mansar Mine,16.62,359.5,0.577,25.7,34.0,1347.8,-8.63,1.746,13.0,0
MOIL-SAMP-02387,21.50136,80.60954,,999.0,329.4,0.433,41.7,28.5,1351.2,-8.55,1.107,3.9,0
MOIL-SAMP-02388,22.0243,79.00768,Gumgaon Mine,70.0,406.9,0.557,33.0,29.8,1168.4,-2.98,1.497,13.6,0
MOIL-SAMP-02389,21.87785,79.6496,Tirodi Mine,22.0,449.9,0.781,41.2,33.4,1369.9,-11.78,1.156,15.5,0
MOIL-SAMP-02390,22.1426,80.29663,Balaghat Mine (Largest underground Mn mine),39.27,420.4,0.642,32.0,30.4,1375.0,-3.75,1.149,7.8,0
MOIL-SAMP-02391,21.43863,80.30021,Ukwa Mine,61.04,364.3,0.628,56.2,33.9,1305.7,-4.87,1.187,8.7,0
MOIL-SAMP-02392,22.12036,79.6129,Tirodi Mine,48.9,390.6,0.749,65.9,32.9,1052.9,-10.62,1.5,14.1,0
MOIL-SAMP-02393,22.04643,79.10122,Gumgaon Mine,73.16,400.3,0.698,19.9,32.5,1309.2,0.49,1.49,13.1,0
MOIL-SAMP-02394,21.73718,79.00494,Gumgaon Mine,38.26,442.1,0.802,51.5,32.1,1205.0,0.32,1.067,7.1,0
MOIL-SAMP-02395,21.35778,79.7043,Chikla Mine,23.19,275.5,0.525,33.5,33.5,1217.9,-7.95,1.035,16.2,0
MOIL-SAMP-02396,22.01753,80.62595,Ukwa Mine,17.2,388.9,0.782,37.5,28.9,1255.4,-7.8,1.006,13.8,0
MOIL-SAMP-02397,21.21612,80.57817,,999.0,431.1,0.506,54.3,29.3,1223.9,-14.04,1.137,9.0,0
MOIL-SAMP-02398,21.90611,79.00921,Gumgaon Mine,56.94,434.7,0.603,68.2,28.8,1382.2,-10.65,1.021,6.4,0
MOIL-SAMP-02399,21.55946,80.49594,Ukwa Mine,45.26,449.5,0.712,45.7,31.7,1314.3,-7.35,1.033,24.5,0
MOIL-SAMP-02400,21.56451,79.85046,Sitasaongi Mine,9.48,374.4,0.546,49.5,31.8,1345.5,-12.68,0.966,13.0,0
MOIL-SAMP-02401,21.86025,80.20944,Balaghat Mine (Largest underground Mn mine),6.78,406.3,0.714,21.4,30.9,1450.5,5.69,1.314,21.0,0
MOIL-SAMP-02402,21.28693,79.18481,Mansar Mine,15.31,367.0,0.816,48.1,32.0,1442.0,-5.37,1.1,21.6,0
MOIL-SAMP-02403,21.53177,79.84696,Sitasaongi Mine,10.55,409.0,0.82,43.8,34.8,1322.5,-5.92,1.18,15.7,0
MOIL-SAMP-02404,21.19223,80.33725,,999.0,402.9,0.428,27.4,34.8,1383.8,0.59,1.064,19.1,0
MOIL-SAMP-02405,21.98459,79.39705,Mansar Mine,66.12,400.2,0.839,34.9,30.0,1405.9,4.34,1.191,15.5,0
MOIL-SAMP-02406,21.70928,79.68421,Tirodi Mine,3.93,460.2,0.647,17.2,27.7,1320.8,-8.44,0.996,26.6,0
MOIL-SAMP-02407,21.17684,78.8544,Gumgaon Mine,28.26,349.7,0.77,39.0,31.9,1301.9,4.36,0.939,5.6,0
MOIL-SAMP-02408,21.41268,80.57085,,999.0,326.4,0.69,45.5,32.9,1366.4,-7.28,1.218,12.9,0
MOIL-SAMP-02409,21.98424,79.70057,Tirodi Mine,32.73,484.8,0.728,43.4,32.2,1316.9,-2.41,1.023,9.2,0
MOIL-SAMP-02410,21.80381,80.45684,Ukwa Mine,18.19,313.8,0.458,56.3,32.2,1317.4,-5.17,1.015,16.2,0
MOIL-SAMP-02411,21.56716,79.7354,Chikla Mine,0.74,399.0,0.309,47.0,33.6,1326.9,23.27,2.42,56.1,1
MOIL-SAMP-02412,21.83784,79.29055,Mansar Mine,48.67,356.9,0.728,45.3,29.6,1252.9,-3.68,1.21,-0.4,0
MOIL-SAMP-02413,21.26935,79.34899,Mansar Mine,16.26,207.1,0.663,60.7,30.6,1286.2,-6.76,1.147,12.1,0
MOIL-SAMP-02414,22.14433,78.9701,Gumgaon Mine,83.34,392.4,0.419,47.0,31.9,1151.5,-5.16,1.131,17.1,0
MOIL-SAMP-02415,21.89557,79.89592,Tirodi Mine,29.57,472.7,0.754,42.5,30.7,1363.4,-7.51,1.345,10.6,0
MOIL-SAMP-02416,21.71557,80.41302,Ukwa Mine,28.48,454.6,0.662,41.4,34.2,1352.2,-9.82,1.299,5.8,0
MOIL-SAMP-02417,21.778,79.70687,Tirodi Mine,9.93,388.6,0.541,50.5,29.1,1332.8,5.36,1.186,7.9,0
MOIL-SAMP-02418,21.84425,79.06525,Gumgaon Mine,50.51,445.1,0.501,55.8,30.5,1379.5,-1.09,1.399,4.1,0
MOIL-SAMP-02419,21.66253,79.88547,Sitasaongi Mine,15.6,351.1,0.851,43.0,24.4,1503.0,-7.27,1.197,4.2,0
MOIL-SAMP-02420,21.99528,79.14313,Gumgaon Mine,68.36,422.0,0.602,31.2,32.9,1386.7,-4.17,1.086,25.0,0
MOIL-SAMP-02421,21.20851,79.42543,Dongri Buzurg Mine,47.46,406.0,0.618,23.1,28.2,1382.5,2.3,1.229,18.5,0
MOIL-SAMP-02422,22.02832,79.0939,Gumgaon Mine,71.08,481.1,0.744,40.4,31.2,1370.7,-3.74,1.331,9.5,0
MOIL-SAMP-02423,21.31331,79.34081,Mansar Mine,11.71,331.8,0.68,43.8,32.9,1418.4,-3.04,1.038,18.3,0
MOIL-SAMP-02424,21.56951,80.49179,Ukwa Mine,44.13,368.6,0.806,36.7,28.2,1269.2,-10.37,1.188,17.4,0
MOIL-SAMP-02425,21.50598,79.37174,Mansar Mine,15.73,411.9,0.532,56.7,35.0,1254.2,1.32,1.062,3.5,0
MOIL-SAMP-02426,21.67961,80.53537,Ukwa Mine,32.64,373.4,0.715,32.2,35.8,1379.8,4.35,1.611,2.8,0
MOIL-SAMP-02427,21.66387,80.2296,Balaghat Mine (Largest underground Mn mine),15.94,502.4,0.584,34.8,31.0,1335.8,-10.62,0.716,8.5,0
MOIL-SAMP-02428,21.33325,79.02012,Gumgaon Mine,6.65,316.5,0.648,26.3,29.8,1314.9,-1.57,1.349,12.5,0
MOIL-SAMP-02429,21.90263,79.82868,Tirodi Mine,26.44,410.6,0.745,37.3,33.6,1345.0,-11.12,1.14,-2.4,0
MOIL-SAMP-02430,22.02244,80.33828,Balaghat Mine (Largest underground Mn mine),28.9,376.4,0.72,44.9,31.6,1351.7,1.22,1.105,15.0,0
MOIL-SAMP-02431,21.83497,79.39193,Mansar Mine,49.86,386.2,0.673,35.6,32.8,1261.4,-5.02,1.208,7.5,0
MOIL-SAMP-02432,21.83544,80.08902,Balaghat Mine (Largest underground Mn mine),10.79,348.7,0.691,36.9,27.4,1283.0,-15.89,1.426,15.3,0
MOIL-SAMP-02433,21.24583,79.89408,Balaghat Mine (Largest underground Mn mine),68.61,320.6,0.87,57.6,27.2,1400.5,-1.75,1.363,20.6,0
MOIL-SAMP-02434,21.97331,78.87322,Gumgaon Mine,65.75,395.2,0.727,34.0,29.4,1240.0,-1.37,1.166,4.9,0
MOIL-SAMP-02435,21.66817,79.52143,Tirodi Mine,20.15,355.1,0.637,54.2,27.7,1334.2,-8.09,0.551,17.3,0
MOIL-SAMP-02436,21.6349,79.46256,Mansar Mine,32.74,423.4,0.854,34.5,28.0,1208.7,10.87,1.298,7.4,0
MOIL-SAMP-02437,22.06079,79.03435,Gumgaon Mine,74.11,418.9,0.647,65.4,31.0,1437.7,2.74,1.106,9.4,0
MOIL-SAMP-02438,21.30455,79.248,Mansar Mine,10.65,385.1,0.703,20.7,30.6,1233.0,-4.03,1.251,13.9,0
MOIL-SAMP-02439,21.33842,80.4647,,999.0,420.1,0.615,47.7,30.0,1362.0,-8.61,0.92,19.8,0
MOIL-SAMP-02440,21.76343,80.34655,Ukwa Mine,25.86,317.8,0.538,40.3,30.8,1352.8,-8.3,1.523,13.7,0
MOIL-SAMP-02441,21.67565,79.80777,Sitasaongi Mine,11.33,300.9,0.777,32.4,33.6,1386.3,-2.4,1.12,7.6,0
MOIL-SAMP-02442,21.70111,80.21135,Balaghat Mine (Largest underground Mn mine),11.48,397.5,0.619,39.7,34.2,1333.8,-0.42,1.568,1.0,0
MOIL-SAMP-02443,21.26397,79.67888,Chikla Mine,33.87,436.0,0.676,48.5,33.8,1203.5,-8.52,0.781,6.3,0
MOIL-SAMP-02444,21.2264,80.32392,Ukwa Mine,83.34,383.3,0.503,36.0,32.8,1339.0,-10.61,1.123,14.9,0
MOIL-SAMP-02445,22.07341,79.71313,Tirodi Mine,42.56,421.9,0.47,52.2,28.0,1263.5,-0.13,1.048,12.6,0
MOIL-SAMP-02446,21.46157,79.50262,Tirodi Mine,33.35,428.5,0.649,64.8,29.0,1393.6,-10.47,1.811,19.7,0
MOIL-SAMP-02447,21.96704,80.45151,Ukwa Mine,1.71,394.7,0.367,61.2,32.1,1325.2,28.09,2.088,47.3,1
MOIL-SAMP-02448,21.74765,80.22446,Balaghat Mine (Largest underground Mn mine),7.18,408.1,0.717,47.1,32.9,1323.7,-12.26,1.114,3.0,0
MOIL-SAMP-02449,21.49205,80.12781,Balaghat Mine (Largest underground Mn mine),34.87,400.2,0.654,57.2,31.5,1367.4,-5.75,1.138,7.2,0
MOIL-SAMP-02450,21.17876,80.31623,,999.0,237.5,0.726,41.3,29.4,1433.9,-13.58,1.272,-2.0,0
MOIL-SAMP-02451,21.37236,80.39227,Ukwa Mine,66.32,354.4,0.807,46.5,30.0,1313.3,-12.33,1.307,9.1,0
MOIL-SAMP-02452,21.29236,79.25783,Mansar Mine,11.79,376.5,0.449,61.2,27.8,1307.0,-1.16,1.313,18.5,0
MOIL-SAMP-02453,21.27534,79.08439,Gumgaon Mine,15.35,329.7,0.727,15.0,31.6,1320.1,-2.15,1.378,9.0,0
MOIL-SAMP-02454,21.2286,80.09347,Balaghat Mine (Largest underground Mn mine),64.19,350.0,0.76,40.7,30.1,1407.8,-1.5,1.423,19.1,0
MOIL-SAMP-02455,21.93403,78.98992,Gumgaon Mine,60.04,466.1,0.451,71.5,29.6,1238.3,-10.75,1.109,10.7,0
MOIL-SAMP-02456,21.92469,80.2132,Balaghat Mine (Largest underground Mn mine),13.77,494.6,0.642,68.1,36.4,1381.0,-1.63,1.043,14.7,0
MOIL-SAMP-02457,21.19252,79.04407,Gumgaon Mine,22.38,375.7,0.665,29.6,29.7,1373.3,-2.13,1.058,15.9,0
MOIL-SAMP-02458,21.94306,79.77426,Tirodi Mine,28.81,379.5,0.873,46.5,35.1,1326.0,-11.38,0.874,9.5,0
MOIL-SAMP-02459,21.20927,79.06406,Gumgaon Mine,21.09,347.6,0.561,59.8,31.2,1377.3,-6.1,1.368,3.8,0
MOIL-SAMP-02460,21.40301,78.96925,Gumgaon Mine,3.72,432.3,0.689,54.9,28.9,1253.7,-1.95,1.297,10.5,0
MOIL-SAMP-02461,21.81759,80.20819,Balaghat Mine (Largest underground Mn mine),2.73,396.3,0.501,73.0,32.5,1336.8,-10.41,0.917,8.5,0
MOIL-SAMP-02462,21.93237,80.50618,Ukwa Mine,5.57,388.6,0.542,56.9,31.6,1271.3,1.93,1.38,30.0,0
MOIL-SAMP-02463,21.3554,80.47211,,999.0,339.8,0.557,51.5,32.0,1351.8,-12.96,1.25,14.1,0
MOIL-SAMP-02464,21.33478,79.48276,Dongri Buzurg Mine,32.88,382.2,0.577,55.6,31.1,1363.2,-12.76,1.205,11.0,0
MOIL-SAMP-02465,21.24078,80.37255,,999.0,360.8,0.773,57.7,32.5,1342.7,-10.51,1.095,2.1,0
MOIL-SAMP-02466,22.09184,80.55782,Ukwa Mine,16.54,460.5,0.611,63.0,32.2,1382.5,-13.08,0.763,6.6,0
MOIL-SAMP-02467,21.49784,79.139,Gumgaon Mine,18.39,374.1,0.727,52.4,34.4,1176.0,-1.31,0.754,9.0,0
MOIL-SAMP-02468,21.65063,80.1614,Balaghat Mine (Largest underground Mn mine),17.0,415.1,0.741,54.7,32.2,1298.3,5.89,1.264,6.4,0
MOIL-SAMP-02469,21.39182,79.87642,Balaghat Mine (Largest underground Mn mine),55.63,326.4,0.689,39.7,30.2,1283.3,-6.68,1.797,24.7,0
MOIL-SAMP-02470,21.24911,79.89064,Balaghat Mine (Largest underground Mn mine),68.44,314.0,0.655,55.8,27.7,1343.4,-0.15,1.264,14.5,0
MOIL-SAMP-02471,21.16398,79.2406,Mansar Mine,26.09,402.8,0.623,50.6,31.1,1320.9,5.59,0.765,21.5,0
MOIL-SAMP-02472,21.34155,79.35734,Mansar Mine,10.74,421.2,0.862,50.1,30.7,1460.5,-4.03,1.226,-10.4,0
MOIL-SAMP-02473,22.05166,79.81683,Tirodi Mine,41.51,430.2,0.556,43.3,27.1,1321.3,-2.48,1.057,11.7,0
MOIL-SAMP-02474,22.12358,79.02763,Gumgaon Mine,81.02,349.3,0.68,37.8,32.2,1268.2,-8.35,1.198,4.2,0
MOIL-SAMP-02475,21.36402,79.75755,Chikla Mine,22.23,452.0,0.715,55.3,26.9,1176.6,2.58,0.754,19.6,0
MOIL-SAMP-02476,21.85776,79.50963,Mansar Mine,56.44,372.5,0.644,48.3,31.1,1234.2,-5.85,0.873,18.1,0
MOIL-SAMP-02477,21.73938,79.6414,Tirodi Mine,9.47,402.4,0.7,47.4,26.4,1330.5,3.28,1.323,21.2,0
MOIL-SAMP-02478,22.10775,79.17553,Gumgaon Mine,81.23,517.5,0.684,37.5,26.6,1275.5,-13.46,1.44,14.5,0
MOIL-SAMP-02479,21.50482,79.53331,Tirodi Mine,27.67,401.7,0.699,44.9,30.9,1303.5,-5.62,1.232,16.1,0
MOIL-SAMP-02480,21.36427,79.2596,Mansar Mine,3.98,340.2,0.498,20.7,30.1,1306.6,-0.47,0.879,18.1,0
MOIL-SAMP-02481,21.26285,80.6223,,999.0,324.2,0.738,16.1,29.5,1346.6,-0.96,1.396,16.3,0
MOIL-SAMP-02482,21.27362,79.04857,Gumgaon Mine,13.84,303.3,0.509,39.7,30.1,1374.9,-7.03,1.15,12.7,0
MOIL-SAMP-02483,21.28591,80.22209,Balaghat Mine (Largest underground Mn mine),57.23,333.8,0.574,48.3,29.3,1289.1,5.03,1.31,16.5,0
MOIL-SAMP-02484,21.85473,79.85284,Tirodi Mine,23.26,374.0,0.621,36.9,30.2,1302.2,-0.09,1.109,3.8,0
MOIL-SAMP-02485,21.19061,79.44061,Dongri Buzurg Mine,48.18,263.5,0.37,30.3,29.4,1266.9,-1.98,1.162,8.8,0
MOIL-SAMP-02486,21.26572,79.3605,Mansar Mine,17.21,381.8,0.833,57.9,32.0,1218.7,-9.72,1.463,7.3,0
MOIL-SAMP-02487,21.75039,79.41161,Mansar Mine,41.53,407.0,0.714,41.1,30.7,1349.8,1.55,0.976,17.6,0
MOIL-SAMP-02488,22.12618,79.64912,Tirodi Mine,48.87,517.2,0.596,45.3,27.5,1303.7,-7.65,1.415,12.5,0
MOIL-SAMP-02489,21.70392,79.37306,Mansar Mine,35.38,391.1,0.506,28.7,27.9,1228.7,-1.33,1.436,11.6,0
MOIL-SAMP-02490,22.00537,79.18981,Gumgaon Mine,70.62,485.1,0.49,28.9,29.8,1290.6,2.24,0.988,18.4,0
MOIL-SAMP-02491,21.21961,80.3639,,999.0,418.8,0.641,44.7,32.5,1296.6,-4.17,1.344,15.4,0
MOIL-SAMP-02492,21.62568,80.07244,Balaghat Mine (Largest underground Mn mine),22.87,393.8,0.805,37.6,34.3,1382.0,-5.15,0.938,7.0,0
MOIL-SAMP-02493,21.3293,80.6477,,999.0,358.2,0.711,32.3,30.4,1351.3,-10.49,0.882,15.5,0
MOIL-SAMP-02494,21.64165,79.03931,Gumgaon Mine,27.95,406.8,0.657,39.0,31.2,1368.3,3.89,1.303,12.3,0
MOIL-SAMP-02495,21.58806,80.03539,Balaghat Mine (Largest underground Mn mine),28.44,354.0,0.655,38.0,29.6,1324.6,-8.13,1.151,3.3,0
MOIL-SAMP-02496,21.23501,79.10806,Gumgaon Mine,20.43,341.1,0.438,51.4,34.7,1265.4,1.56,1.163,16.1,0
MOIL-SAMP-02497,21.55062,79.913,Sitasaongi Mine,16.14,339.5,0.689,46.6,28.0,1331.7,-4.63,0.957,10.1,0
MOIL-SAMP-02498,21.25172,80.51552,,999.0,348.3,0.459,48.2,36.0,1384.7,-0.9,1.393,9.0,0
MOIL-SAMP-02499,22.12785,78.96648,Gumgaon Mine,81.54,483.4,0.539,46.4,33.9,1234.0,-0.72,1.269,11.0,0
MOIL-SAMP-02500,22.12521,79.45954,Mansar Mine,82.7,454.5,0.454,40.1,30.8,1311.6,-2.45,0.76,18.8,0
MOIL-SAMP-02501,21.74496,80.63319,Ukwa Mine,29.98,373.3,0.552,47.4,30.8,1325.8,4.15,1.318,3.3,0
MOIL-SAMP-02502,21.27276,80.3586,Ukwa Mine,77.7,454.0,0.59,41.6,34.1,1384.6,8.81,1.204,18.4,0
MOIL-SAMP-02503,21.8752,79.35133,Mansar Mine,53.39,490.4,0.706,56.7,28.7,1418.2,4.85,1.374,13.0,0
MOIL-SAMP-02504,21.86349,79.89745,Dongri Buzurg Mine,40.0,427.8,0.617,47.4,34.1,1417.2,-10.38,0.904,14.8,0
MOIL-SAMP-02505,21.42297,80.27109,Ukwa Mine,63.6,338.3,0.62,33.5,31.8,1335.2,-3.17,1.291,5.5,0
MOIL-SAMP-02506,21.79383,79.57042,Tirodi Mine,18.95,353.4,0.638,41.9,30.3,1311.5,1.77,0.914,8.6,0
MOIL-SAMP-02507,21.62583,79.9357,Sitasaongi Mine,18.69,373.0,0.834,48.9,30.8,1379.3,-6.76,1.326,8.0,0
MOIL-SAMP-02508,21.55444,79.72216,Chikla Mine,2.34,358.5,0.601,58.9,34.2,1283.4,-9.82,1.295,5.6,0
MOIL-SAMP-02509,21.42889,80.2324,Balaghat Mine (Largest underground Mn mine),41.57,359.3,0.636,37.0,33.1,1282.4,-8.54,1.366,12.0,0
MOIL-SAMP-02510,21.25804,79.30124,Mansar Mine,15.75,372.7,0.748,29.6,32.2,1284.0,-12.04,0.93,1.7,0
MOIL-SAMP-02511,21.64727,79.98107,Balaghat Mine (Largest underground Mn mine),27.37,401.5,0.69,23.7,37.4,1331.7,2.37,1.036,3.6,0
MOIL-SAMP-02512,21.28461,79.02929,Gumgaon Mine,12.1,314.1,0.604,15.0,31.1,1368.6,-1.78,1.138,10.6,0
MOIL-SAMP-02513,21.20285,78.97281,Gumgaon Mine,21.06,399.8,0.733,43.5,32.9,1342.7,0.25,1.109,3.4,0
MOIL-SAMP-02514,21.82811,80.59973,Ukwa Mine,20.6,430.1,0.518,41.9,31.3,1381.5,-7.33,0.951,22.0,0
MOIL-SAMP-02515,21.53263,80.07257,Balaghat Mine (Largest underground Mn mine),32.11,359.1,0.634,44.1,30.8,1353.4,-0.59,1.03,17.3,0
MOIL-SAMP-02516,21.30274,79.96954,Balaghat Mine (Largest underground Mn mine),59.67,404.7,0.699,60.7,32.6,1305.1,-6.77,1.1,19.5,0
MOIL-SAMP-02517,21.24633,78.98773,Gumgaon Mine,16.09,378.4,0.743,44.5,28.8,1328.1,-8.27,0.888,7.9,0
MOIL-SAMP-02518,21.90161,80.23163,Balaghat Mine (Largest underground Mn mine),11.88,333.2,0.525,28.9,29.8,1405.1,-1.93,1.133,10.0,0
MOIL-SAMP-02519,21.94273,79.21348,Gumgaon Mine,64.77,458.5,0.647,57.3,30.1,1302.4,-1.66,1.464,-1.0,0
MOIL-SAMP-02520,21.81209,79.73245,Tirodi Mine,13.78,386.2,0.453,52.5,30.3,1148.0,-4.07,1.365,15.7,0
MOIL-SAMP-02521,21.41167,79.46851,Tirodi Mine,39.84,344.3,0.599,54.9,34.5,1288.2,0.24,1.243,11.6,0
MOIL-SAMP-02522,22.00967,79.83392,Tirodi Mine,37.58,478.5,0.486,45.8,31.4,1369.4,-4.99,1.24,10.3,0
MOIL-SAMP-02523,22.10258,78.90688,,999.0,367.5,0.643,38.0,32.4,1187.0,-2.64,1.1,13.8,0
MOIL-SAMP-02524,21.58041,80.49689,Ukwa Mine,42.96,498.8,0.451,59.5,28.7,1340.3,-13.57,0.891,1.2,0
MOIL-SAMP-02525,21.53363,79.41621,Mansar Mine,21.1,303.8,0.527,53.9,30.3,1265.6,-4.65,1.395,16.9,0
MOIL-SAMP-02526,21.52634,79.67738,Dongri Buzurg Mine,3.69,343.3,0.211,68.7,33.2,1385.8,31.28,2.008,35.4,1
MOIL-SAMP-02527,21.18286,79.852,Balaghat Mine (Largest underground Mn mine),76.78,418.0,0.431,44.5,32.7,1223.0,3.96,0.923,11.6,0
MOIL-SAMP-02528,22.01036,79.39548,Mansar Mine,68.89,455.7,0.728,45.5,32.2,1274.0,3.12,0.954,7.5,0
MOIL-SAMP-02529,21.85606,79.73466,Tirodi Mine,18.64,357.7,0.35,51.3,26.8,1399.1,-10.62,0.988,6.2,0
MOIL-SAMP-02530,21.28449,80.1383,Balaghat Mine (Largest underground Mn mine),57.5,238.0,0.555,35.0,33.0,1366.3,-3.19,1.327,13.3,0
